EBITDAMargin,accumulatedOtherComprehensiveIncome,accumulatedRetainedEarningsDeficit,assetTurnover,assets,assetsAverage,assetsCurrent,assetsNonCurrent,averageEquity,bookValuePerShare,calendarDate,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,consolidatedIncome,costOfRevenue,currentLiabilities,currentRatio,dateKey,debt,debtCurrent,debtNonCurrent,debtToEquityRatio,debtUSD,deferredRevenue,deposits,depreciationAmortizationAndAccretion,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningBeforeInterestTaxesUSD,earningsBeforeInterestTaxesDepreciationAmortization,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerBasicShareUSD,earningsPerDilutedShare,effectOfExchangeRateChangesOnCash,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,foreignCurrencyUSDExchangeRate,freeCashFlow,freeCashFlowPerShare,goodwillAndIntangibleAssets,grossMargin,grossProfit,incomeTaxExpense,interestExpense,inventory,investedCapital,investedCapitalAverage,investments,investmentsCurrent,investmentsNonCurrent,issuanceDebtSecurities,issuanceEquityShares,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowFromOperations,netCashFlowInvestmentAcquisitionsDisposals,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netIncomeToNonControllingInterests,netLossIncomeFromDiscontinuedOperations,operatingExpenses,operatingIncome,paymentDividendsOtherCashDistributions,payoutRatio,period,preferredDividendsIncomeStatementImpact,priceEarnings,priceSales,priceToBookValue,priceToEarningsRatio,priceToSalesRatio,profitMargin,propertyPlantEquipmentNet,reportPeriod,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,revenues,revenuesUSD,salesPerShare,sellingGeneralAndAdministrativeExpense,shareBasedCompensation,shareFactor,sharePriceAdjustedClose,shareholdersEquity,shareholdersEquityUSD,shares,tangibleAssetValue,tangibleAssetsBookValuePerShare,taxAssets,taxLiabilities,ticker,totalLiabilities,tradeAndNonTradePayables,tradeAndNonTradeReceivables,updated,weightedAverageShares,weightedAverageSharesDiluted,workingCapital
0.356,393000000.0,26318000000.0,,53095000000.0,,21157000000.0,31938000000.0,,7.55,2009-12-31,-1081000000.0,3987000000.0,3987000000.0,2282000000.0,3729000000.0,7591000000.0,2.787,2010-02-22,2221000000.0,172000000.0,2049000000.0,0.273,2221000000.0,593000000.0,0.0,1172000000.0,0.028,0.297,2588000000.0,2588000000.0,3760000000.0,3760000000.0,2593000000.0,0.42,0.42,0.4,0.0,113519880000.0,20.0,11.037,1,2324000000.0,0.421,4421000000.0,0.647,6840000000.0,311000000.0,-5000000.0,2935000000.0,39317000000.0,,14885000000.0,9933000000.0,4952000000.0,-10000000.0,23000000.0,3800000000.0,115285880000.0,-122000000.0,0.0,-758000000.0,-2769000000.0,3405000000.0,-1709000000.0,2282000000.0,2282000000.0,2282000000.0,0.0,0.0,4343000000.0,2497000000.0,-774000000.0,0.707,Q,0.0,26.387,3.282,2.764,26.418,3.302,0.216,17225000000.0,2009-12-26,1603000000.0,,,,,10569000000.0,10569000000.0,1.913,2718000000.0,197000000.0,1.0,20.87,41704000000.0,41704000000.0,5524000000.0,48674000000.0,8.811,1216000000.0,834000000.0,INTC,11391000000.0,1883000000.0,2273000000.0,2020-04-24,5524000000.0,5651000000.0,13566000000.0
0.374,233000000.0,24037000000.0,,50996000000.0,,19247000000.0,31749000000.0,,7.049,2009-09-30,-944000000.0,4109000000.0,4109000000.0,1856000000.0,3985000000.0,7749000000.0,2.484,2009-11-02,2224000000.0,23000000.0,2201000000.0,0.306,2224000000.0,602000000.0,0.0,1016000000.0,0.029,0.14,2500000000.0,2500000000.0,3516000000.0,3516000000.0,2532000000.0,0.34,0.34,0.33,0.0,103088220000.0,31.0,12.741,1,3059000000.0,0.552,4421000000.0,0.576,5404000000.0,676000000.0,-32000000.0,2490000000.0,36941000000.0,,13198000000.0,8821000000.0,4377000000.0,1979000000.0,-1554000000.0,4214000000.0,104973220000.0,283000000.0,-853000000.0,-340000000.0,-3380000000.0,4003000000.0,-1623000000.0,1856000000.0,1856000000.0,1856000000.0,0.0,0.0,2825000000.0,2579000000.0,-771000000.0,0.412,Q,0.0,45.228,3.202,2.689,45.262,3.211,0.198,17354000000.0,2009-09-26,1430000000.0,,,,,9389000000.0,9389000000.0,1.696,1320000000.0,212000000.0,1.0,19.01,39033000000.0,39033000000.0,5522000000.0,46575000000.0,8.412,1260000000.0,857000000.0,INTC,11963000000.0,1907000000.0,2025000000.0,2020-04-24,5537000000.0,5616000000.0,11498000000.0
0.15,-153000000.0,25205000000.0,,49061000000.0,,18467000000.0,30594000000.0,,6.979,2009-06-30,-981000000.0,3826000000.0,3826000000.0,-398000000.0,3945000000.0,7079000000.0,2.609,2009-08-03,1198000000.0,24000000.0,1174000000.0,0.256,1198000000.0,480000000.0,0.0,1286000000.0,0.029,0.14,-81000000.0,-81000000.0,1205000000.0,1205000000.0,-50000000.0,-0.07,-0.07,-0.07,0.0,105805260000.0,30.0,12.59,1,2403000000.0,0.429,3932000000.0,0.508,4079000000.0,348000000.0,-31000000.0,2805000000.0,35422000000.0,,11313000000.0,7798000000.0,3515000000.0,-7000000.0,-78000000.0,2935000000.0,108433260000.0,290000000.0,0.0,-869000000.0,-2225000000.0,3384000000.0,-1255000000.0,-398000000.0,-398000000.0,-398000000.0,0.0,0.0,4091000000.0,-12000000.0,-784000000.0,-2.0,Q,0.0,43.741,3.226,2.777,44.023,3.224,-0.05,17515000000.0,2009-06-27,1303000000.0,,,,,8024000000.0,8024000000.0,1.434,2697000000.0,258000000.0,1.0,19.37,39047000000.0,39047000000.0,5598000000.0,45129000000.0,8.066,1217000000.0,556000000.0,INTC,10014000000.0,1726000000.0,1938000000.0,2020-04-24,5595000000.0,5595000000.0,11388000000.0
0.252,-390000000.0,25609000000.0,,48454000000.0,,18142000000.0,30312000000.0,,7.01,2009-03-31,-1509000000.0,3536000000.0,3536000000.0,629000000.0,3907000000.0,6341000000.0,2.861,2009-04-30,1201000000.0,31000000.0,1170000000.0,0.24,1201000000.0,468000000.0,0.0,1270000000.0,0.035,0.0,534000000.0,534000000.0,1804000000.0,1804000000.0,629000000.0,0.11,0.11,0.11,0.0,85796300000.0,15.0,8.21,1,-1131000000.0,-0.203,3932000000.0,0.453,3238000000.0,0.0,-95000000.0,3045000000.0,35846000000.0,,9988000000.0,7063000000.0,2925000000.0,-69000000.0,247000000.0,3049000000.0,88131300000.0,186000000.0,0.0,-601000000.0,409000000.0,378000000.0,1901000000.0,629000000.0,629000000.0,629000000.0,0.0,0.0,2591000000.0,647000000.0,-779000000.0,0.0,Q,0.0,19.681,2.514,2.256,19.975,2.508,0.088,17815000000.0,2009-03-28,1317000000.0,,,,,7145000000.0,7145000000.0,1.282,1200000000.0,213000000.0,1.0,15.78,39064000000.0,39064000000.0,5585000000.0,44522000000.0,7.989,1337000000.0,662000000.0,INTC,9390000000.0,1669000000.0,2086000000.0,2020-04-24,5573000000.0,5634000000.0,11801000000.0
0.19,-393000000.0,26537000000.0,,50715000000.0,,19871000000.0,30844000000.0,,7.025,2008-12-31,-1765000000.0,3350000000.0,3350000000.0,234000000.0,3857000000.0,7818000000.0,2.542,2009-02-23,1988000000.0,102000000.0,1886000000.0,0.297,1988000000.0,463000000.0,0.0,1219000000.0,0.046,0.28,347000000.0,347000000.0,1566000000.0,1566000000.0,369000000.0,0.04,0.04,0.05,0.0,65826960000.0,9.0,5.572,1,831000000.0,0.149,3932000000.0,0.531,4369000000.0,135000000.0,-22000000.0,3744000000.0,37603000000.0,,11769000000.0,8493000000.0,3276000000.0,-365000000.0,2000000.0,3809000000.0,67188960000.0,-354000000.0,3000000.0,-961000000.0,-1989000000.0,2596000000.0,-236000000.0,234000000.0,234000000.0,234000000.0,0.0,0.0,2830000000.0,1539000000.0,-778000000.0,7.0,Q,0.0,12.696,1.788,1.719,12.989,1.82,0.028,17544000000.0,2008-12-27,1316000000.0,,,,,8226000000.0,8226000000.0,1.478,1263000000.0,192000000.0,1.0,12.08,39088000000.0,39088000000.0,5562000000.0,46783000000.0,8.408,1390000000.0,782000000.0,INTC,11627000000.0,2390000000.0,1712000000.0,2020-04-24,5564000000.0,5622000000.0,12053000000.0
0.375,-136000000.0,26303000000.0,,52719000000.0,,21423000000.0,31296000000.0,,6.945,2008-09-30,-1374000000.0,3704000000.0,3704000000.0,2014000000.0,4198000000.0,10068000000.0,2.128,2008-10-31,2356000000.0,467000000.0,1889000000.0,0.355,2356000000.0,656000000.0,0.0,1127000000.0,0.032,0.14,2702000000.0,2702000000.0,3829000000.0,3829000000.0,2833000000.0,0.36,0.36,0.35,0.0,87816422000.0,9.0,6.105,1,1913000000.0,0.341,3924000000.0,0.589,6019000000.0,819000000.0,-131000000.0,3398000000.0,37379000000.0,,12721000000.0,8500000000.0,4221000000.0,292000000.0,-1843000000.0,3740000000.0,89164422000.0,-375000000.0,-9000000.0,-2330000000.0,-1332000000.0,3287000000.0,-14000000.0,2014000000.0,2014000000.0,2014000000.0,0.0,0.0,2921000000.0,3098000000.0,-783000000.0,0.389,Q,0.0,12.166,2.225,2.291,12.524,2.242,0.197,17026000000.0,2008-09-27,1471000000.0,,,,,10217000000.0,10217000000.0,1.823,1416000000.0,195000000.0,1.0,16.031,38911000000.0,38911000000.0,5562000000.0,48795000000.0,8.709,1430000000.0,818000000.0,INTC,13808000000.0,2507000000.0,2737000000.0,2020-04-24,5603000000.0,5692000000.0,11355000000.0
0.343,129000000.0,27780000000.0,,52392000000.0,,19778000000.0,32614000000.0,,7.082,2008-06-30,-1151000000.0,4079000000.0,4079000000.0,1601000000.0,4221000000.0,8032000000.0,2.462,2008-08-01,2067000000.0,175000000.0,1892000000.0,0.298,2067000000.0,665000000.0,0.0,1105000000.0,0.022,0.14,2146000000.0,2146000000.0,3251000000.0,3251000000.0,2313000000.0,0.28,0.28,0.28,0.0,123639700000.0,13.0,8.866,1,1677000000.0,0.294,3915000000.0,0.554,5249000000.0,712000000.0,-167000000.0,3265000000.0,38433000000.0,,13177000000.0,7882000000.0,5295000000.0,-14000000.0,-2216000000.0,3999000000.0,125651700000.0,-1804000000.0,0.0,-3009000000.0,-1623000000.0,2828000000.0,-475000000.0,1601000000.0,1601000000.0,1601000000.0,0.0,0.0,2994000000.0,2255000000.0,-800000000.0,0.5,Q,0.0,17.682,3.146,3.113,18.171,3.189,0.169,16723000000.0,2008-06-28,1468000000.0,,,,,9470000000.0,9470000000.0,1.662,1430000000.0,222000000.0,1.0,22.35,40361000000.0,40361000000.0,5622000000.0,48477000000.0,8.506,1209000000.0,931000000.0,INTC,12031000000.0,2379000000.0,2399000000.0,2020-04-24,5699000000.0,5800000000.0,11746000000.0
0.328,72000000.0,28470000000.0,,53387000000.0,,22064000000.0,31323000000.0,,7.026,2008-03-31,-907000000.0,5883000000.0,5883000000.0,1443000000.0,4466000000.0,8668000000.0,2.545,2008-05-02,2179000000.0,189000000.0,1990000000.0,0.313,2179000000.0,643000000.0,0.0,1165000000.0,0.015,0.0,2003000000.0,2003000000.0,3168000000.0,3168000000.0,2171000000.0,0.25,0.25,0.25,0.0,131362240000.0,15.0,9.955,1,1308000000.0,0.226,3916000000.0,0.538,5207000000.0,728000000.0,-168000000.0,3272000000.0,37099000000.0,,12812000000.0,7809000000.0,5003000000.0,47000000.0,-2033000000.0,4059000000.0,135066240000.0,-1424000000.0,75000000.0,-2718000000.0,-921000000.0,2215000000.0,-46000000.0,1443000000.0,1443000000.0,1443000000.0,0.0,0.0,3145000000.0,2062000000.0,-739000000.0,0.0,Q,0.0,19.912,3.45,3.322,20.154,3.485,0.149,16667000000.0,2008-03-29,1467000000.0,,,,,9673000000.0,9673000000.0,1.672,1349000000.0,212000000.0,1.0,23.58,40660000000.0,40660000000.0,5728000000.0,49471000000.0,8.549,1143000000.0,1620000000.0,INTC,12727000000.0,2338000000.0,2725000000.0,2020-04-24,5787000000.0,5879000000.0,13396000000.0
0.386,261000000.0,30848000000.0,,55651000000.0,,23885000000.0,31766000000.0,,7.322,2007-12-31,-1273000000.0,7307000000.0,7307000000.0,2271000000.0,4486000000.0,8571000000.0,2.787,2008-02-20,2122000000.0,142000000.0,1980000000.0,0.301,2122000000.0,625000000.0,0.0,1108000000.0,0.023,0.24,3028000000.0,3028000000.0,4136000000.0,4136000000.0,3261000000.0,0.39,0.39,0.39,0.0,112774440000.0,13.0,8.729,1,3499000000.0,0.599,3916000000.0,0.581,6226000000.0,990000000.0,-233000000.0,3370000000.0,37979000000.0,,13441000000.0,8056000000.0,5385000000.0,130000000.0,-732000000.0,4318000000.0,117959440000.0,1463000000.0,-2000000.0,-1147000000.0,-2162000000.0,4772000000.0,-1055000000.0,2271000000.0,2271000000.0,2271000000.0,0.0,0.0,3179000000.0,3047000000.0,-659000000.0,0.615,Q,0.0,16.909,3.077,2.759,16.983,3.092,0.212,16918000000.0,2007-12-29,1481000000.0,,,,,10712000000.0,10712000000.0,1.834,1462000000.0,166000000.0,1.0,20.38,42762000000.0,42762000000.0,5788000000.0,51735000000.0,8.859,1186000000.0,1535000000.0,INTC,12889000000.0,2361000000.0,2576000000.0,2020-04-24,5840000000.0,5987000000.0,15314000000.0
0.336,232000000.0,29975000000.0,,53039000000.0,,21426000000.0,31613000000.0,,7.007,2007-09-30,-1088000000.0,5844000000.0,5844000000.0,1791000000.0,4919000000.0,7763000000.0,2.76,2007-11-02,1990000000.0,137000000.0,1853000000.0,0.297,1990000000.0,628000000.0,0.0,1098000000.0,0.016,0.0,2292000000.0,2292000000.0,3390000000.0,3390000000.0,2503000000.0,0.31,0.31,0.3,0.0,152845600000.0,22.0,13.356,1,2796000000.0,0.479,3917000000.0,0.512,5171000000.0,712000000.0,-211000000.0,3538000000.0,37505000000.0,,12319000000.0,7177000000.0,5142000000.0,-84000000.0,134000000.0,4374000000.0,156699600000.0,1135000000.0,-42000000.0,-581000000.0,-2168000000.0,3884000000.0,-1115000000.0,1791000000.0,1791000000.0,1791000000.0,0.0,0.0,3027000000.0,2144000000.0,-657000000.0,0.0,Q,0.0,25.25,4.199,3.831,25.047,4.192,0.178,16985000000.0,2007-09-29,1521000000.0,,,,,10090000000.0,10090000000.0,1.729,1378000000.0,203000000.0,1.0,26.8,40902000000.0,40902000000.0,5847000000.0,49122000000.0,8.416,1088000000.0,1274000000.0,INTC,12137000000.0,2338000000.0,2933000000.0,2020-04-24,5837000000.0,5967000000.0,13663000000.0
0.288,-96000000.0,30197000000.0,,50294000000.0,,19648000000.0,30646000000.0,,6.834,2007-06-30,-1278000000.0,4709000000.0,4709000000.0,1278000000.0,4605000000.0,6464000000.0,3.04,2007-08-06,2069000000.0,221000000.0,1848000000.0,0.267,2069000000.0,535000000.0,0.0,1153000000.0,0.018,0.113,1349000000.0,1349000000.0,2502000000.0,2502000000.0,1529000000.0,0.22,0.22,0.22,0.0,138279200000.0,23.0,12.817,1,1139000000.0,0.196,3861000000.0,0.469,4075000000.0,251000000.0,-180000000.0,4127000000.0,37329000000.0,,10648000000.0,5952000000.0,4696000000.0,82000000.0,676000000.0,4132000000.0,140919200000.0,237000000.0,0.0,200000000.0,-2380000000.0,2417000000.0,-1126000000.0,1278000000.0,1278000000.0,1278000000.0,0.0,0.0,2725000000.0,1350000000.0,-652000000.0,0.514,Q,0.0,24.653,3.918,3.55,24.374,3.897,0.147,17143000000.0,2007-06-30,1353000000.0,,,,,8680000000.0,8680000000.0,1.494,1284000000.0,199000000.0,1.0,24.13,39698000000.0,39698000000.0,5840000000.0,46433000000.0,7.993,1060000000.0,1049000000.0,INTC,10596000000.0,2179000000.0,2531000000.0,2020-04-24,5809000000.0,5917000000.0,13184000000.0
0.327,-92000000.0,29020000000.0,,48756000000.0,,17694000000.0,31062000000.0,,6.496,2007-03-31,-1361000000.0,4472000000.0,4472000000.0,1636000000.0,4420000000.0,6626000000.0,2.67,2007-05-03,1987000000.0,139000000.0,1848000000.0,0.299,1987000000.0,611000000.0,0.0,1187000000.0,0.02,0.113,1704000000.0,1704000000.0,2891000000.0,2891000000.0,1873000000.0,0.28,0.28,0.28,0.0,123824400000.0,21.0,11.735,1,191000000.0,0.033,3861000000.0,0.501,4432000000.0,237000000.0,-169000000.0,4366000000.0,35784000000.0,,9407000000.0,4552000000.0,4855000000.0,-42000000.0,186000000.0,4604000000.0,126309400000.0,-2126000000.0,0.0,-462000000.0,-3216000000.0,1552000000.0,-1880000000.0,1636000000.0,1636000000.0,1636000000.0,0.0,0.0,2757000000.0,1675000000.0,-650000000.0,0.404,Q,0.0,23.729,3.579,3.366,23.63,3.558,0.185,17617000000.0,2007-03-31,1400000000.0,,,,,8852000000.0,8852000000.0,1.532,1277000000.0,266000000.0,1.0,21.74,37526000000.0,37526000000.0,5810000000.0,44895000000.0,7.771,1060000000.0,1554000000.0,INTC,11230000000.0,2273000000.0,2780000000.0,2020-04-24,5777000000.0,5874000000.0,11068000000.0
0.274,-57000000.0,28984000000.0,,48368000000.0,,18280000000.0,30088000000.0,,6.376,2006-12-31,-1116000000.0,6598000000.0,6598000000.0,1501000000.0,4884000000.0,8514000000.0,2.147,2007-02-26,2028000000.0,180000000.0,1848000000.0,0.316,2028000000.0,599000000.0,0.0,1166000000.0,0.02,0.113,1495000000.0,1495000000.0,2661000000.0,2661000000.0,2127000000.0,0.26,0.26,0.26,0.0,115671950000.0,20.0,10.995,1,3086000000.0,0.535,3861000000.0,0.496,4810000000.0,626000000.0,-632000000.0,4314000000.0,31423000000.0,,7825000000.0,3404000000.0,4421000000.0,-2000000.0,129000000.0,3102000000.0,120241950000.0,2129000000.0,600000000.0,-440000000.0,-1633000000.0,4202000000.0,-1119000000.0,1501000000.0,1501000000.0,1501000000.0,0.0,0.0,3322000000.0,1488000000.0,-576000000.0,0.435,Q,0.0,23.839,3.398,3.272,23.966,3.416,0.155,17602000000.0,2006-12-30,1426000000.0,,,,,9694000000.0,9694000000.0,1.682,1434000000.0,325000000.0,1.0,20.85,36752000000.0,36752000000.0,5767000000.0,44507000000.0,7.722,997000000.0,2062000000.0,INTC,11616000000.0,2256000000.0,2709000000.0,2020-04-24,5764000000.0,5865000000.0,9766000000.0
0.313,168000000.0,27501000000.0,,46855000000.0,,17604000000.0,29251000000.0,,6.07,2006-09-30,-1167000000.0,4469000000.0,4469000000.0,1301000000.0,4445000000.0,9057000000.0,1.944,2006-11-03,2256000000.0,196000000.0,2060000000.0,0.338,2256000000.0,603000000.0,0.0,1193000000.0,0.02,0.2,1542000000.0,1542000000.0,2735000000.0,2735000000.0,1814000000.0,0.23,0.23,0.22,0.0,116047660000.0,15.0,9.518,1,1623000000.0,0.281,3861000000.0,0.491,4294000000.0,513000000.0,-272000000.0,4477000000.0,31724000000.0,,7223000000.0,3750000000.0,3473000000.0,-672000000.0,-227000000.0,2781000000.0,118260660000.0,1033000000.0,942000000.0,-1468000000.0,-289000000.0,2790000000.0,-314000000.0,1301000000.0,1301000000.0,1301000000.0,0.0,0.0,2920000000.0,1374000000.0,-577000000.0,0.87,Q,0.0,19.723,3.295,3.377,20.108,3.297,0.149,18038000000.0,2006-09-30,1389000000.0,,,,,8739000000.0,8739000000.0,1.515,1425000000.0,327000000.0,1.0,20.51,35017000000.0,35017000000.0,5766000000.0,42994000000.0,7.453,1138000000.0,1753000000.0,INTC,11838000000.0,2401000000.0,3358000000.0,2020-04-24,5769000000.0,5832000000.0,8547000000.0
0.283,191000000.0,27619000000.0,,46088000000.0,,16755000000.0,29333000000.0,,5.998,2006-06-30,-1738000000.0,3436000000.0,3436000000.0,885000000.0,3838000000.0,8422000000.0,1.989,2006-08-02,2341000000.0,287000000.0,2054000000.0,0.325,2341000000.0,567000000.0,0.0,1156000000.0,0.02,0.0,1109000000.0,1109000000.0,2265000000.0,2265000000.0,1253000000.0,0.15,0.15,0.15,0.0,100364120000.0,11.0,7.374,1,-206000000.0,-0.036,3871000000.0,0.521,4171000000.0,368000000.0,-144000000.0,4332000000.0,32700000000.0,,8324000000.0,4207000000.0,4117000000.0,63000000.0,-882000000.0,2870000000.0,101459120000.0,-512000000.0,-290000000.0,-1356000000.0,-688000000.0,1532000000.0,1355000000.0,885000000.0,885000000.0,885000000.0,0.0,0.0,3099000000.0,1072000000.0,-582000000.0,0.0,Q,0.0,15.166,2.734,2.916,15.705,2.75,0.111,18098000000.0,2006-07-01,1496000000.0,,,,,8009000000.0,8009000000.0,1.381,1593000000.0,287000000.0,1.0,17.59,34796000000.0,34796000000.0,5768000000.0,42217000000.0,7.278,1221000000.0,1468000000.0,INTC,11292000000.0,2478000000.0,3178000000.0,2020-04-24,5801000000.0,5868000000.0,8333000000.0
0.32,165000000.0,27531000000.0,,47194000000.0,,18027000000.0,29167000000.0,,5.869,2006-03-31,-1758000000.0,3948000000.0,3948000000.0,1357000000.0,3997000000.0,9843000000.0,1.831,2006-05-08,2264000000.0,224000000.0,2040000000.0,0.374,2264000000.0,669000000.0,0.0,1139000000.0,0.018,0.1,1720000000.0,1720000000.0,2859000000.0,2859000000.0,1874000000.0,0.23,0.23,0.23,0.0,115295870000.0,11.0,7.674,1,338000000.0,0.058,3873000000.0,0.553,4943000000.0,517000000.0,-154000000.0,3567000000.0,31794000000.0,,9686000000.0,5171000000.0,4515000000.0,-84000000.0,-2567000000.0,2993000000.0,116979870000.0,-3376000000.0,-500000000.0,-3175000000.0,-2297000000.0,2096000000.0,231000000.0,1357000000.0,1357000000.0,1357000000.0,0.0,0.0,3225000000.0,1718000000.0,-585000000.0,0.435,Q,0.0,14.915,3.052,3.405,15.469,3.071,0.152,17618000000.0,2006-04-01,1562000000.0,,,,,8940000000.0,8940000000.0,1.527,1644000000.0,313000000.0,1.0,20.11,34358000000.0,34358000000.0,5817000000.0,43321000000.0,7.4,1032000000.0,2461000000.0,INTC,12836000000.0,2411000000.0,3912000000.0,2020-04-24,5854000000.0,5954000000.0,8184000000.0
0.425,127000000.0,29810000000.0,,48314000000.0,,21194000000.0,27120000000.0,,6.023,2005-12-31,-1359000000.0,7324000000.0,7324000000.0,2453000000.0,3901000000.0,9234000000.0,2.295,2006-02-27,2419000000.0,313000000.0,2106000000.0,0.335,2419000000.0,632000000.0,0.0,1050000000.0,0.017,0.18,3284000000.0,3284000000.0,4334000000.0,4334000000.0,3462000000.0,0.41,0.41,0.4,0.0,115814160000.0,10.0,7.066,1,2370000000.0,0.395,3873000000.0,0.618,6300000000.0,1009000000.0,-178000000.0,3126000000.0,30302000000.0,,10120000000.0,5448000000.0,4672000000.0,1785000000.0,-2993000000.0,2898000000.0,120719160000.0,-1533000000.0,-88000000.0,-1690000000.0,-3572000000.0,3729000000.0,-2055000000.0,2453000000.0,2453000000.0,2453000000.0,0.0,0.0,2991000000.0,3309000000.0,-482000000.0,0.439,Q,0.0,13.933,3.109,3.336,14.451,3.227,0.24,17111000000.0,2005-12-31,1362000000.0,,,,,10201000000.0,10201000000.0,1.698,1606000000.0,67000000.0,1.0,20.52,36182000000.0,36182000000.0,5883000000.0,44441000000.0,7.398,1149000000.0,2663000000.0,INTC,12132000000.0,2249000000.0,3914000000.0,2020-04-24,6007000000.0,6079000000.0,11960000000.0
0.417,146000000.0,30309000000.0,,47360000000.0,,21724000000.0,25636000000.0,,6.05,2005-09-30,-1282000000.0,8857000000.0,8857000000.0,1995000000.0,4012000000.0,9499000000.0,2.287,2005-11-01,684000000.0,252000000.0,432000000.0,0.291,684000000.0,692000000.0,0.0,1055000000.0,0.012,0.0,3098000000.0,3098000000.0,4153000000.0,4153000000.0,3243000000.0,0.33,0.33,0.32,0.0,128383850000.0,11.0,7.976,1,3084000000.0,0.509,3814000000.0,0.597,5948000000.0,1248000000.0,-145000000.0,2815000000.0,25874000000.0,,8643000000.0,5076000000.0,3567000000.0,-65000000.0,-2144000000.0,1185000000.0,136556850000.0,-118000000.0,-22000000.0,-2695000000.0,-1789000000.0,4366000000.0,-265000000.0,1995000000.0,1995000000.0,1995000000.0,0.0,0.0,2848000000.0,3100000000.0,-486000000.0,0.0,Q,0.0,16.386,3.573,3.723,16.903,3.592,0.2,16825000000.0,2005-10-01,1341000000.0,,,,,9960000000.0,9960000000.0,1.643,1478000000.0,88000000.0,1.0,22.65,36676000000.0,36676000000.0,6029000000.0,43546000000.0,7.183,967000000.0,2654000000.0,INTC,10684000000.0,2077000000.0,3748000000.0,2020-04-24,6062000000.0,6144000000.0,12225000000.0
0.398,56000000.0,31301000000.0,,46513000000.0,,22190000000.0,24323000000.0,,6.122,2005-06-30,-1389000000.0,8975000000.0,8975000000.0,2038000000.0,4028000000.0,7780000000.0,2.852,2005-08-08,748000000.0,318000000.0,430000000.0,0.237,748000000.0,707000000.0,0.0,1051000000.0,0.01,0.08,2627000000.0,2627000000.0,3678000000.0,3678000000.0,2754000000.0,0.33,0.33,0.33,0.0,154517030000.0,14.0,9.993,1,1583000000.0,0.258,3805000000.0,0.564,5203000000.0,716000000.0,-127000000.0,2739000000.0,26701000000.0,,8458000000.0,5849000000.0,2609000000.0,95000000.0,-2208000000.0,1119000000.0,162744030000.0,-304000000.0,-81000000.0,-2606000000.0,-670000000.0,2972000000.0,827000000.0,2038000000.0,2038000000.0,2038000000.0,0.0,0.0,2554000000.0,2649000000.0,-493000000.0,0.242,Q,0.0,19.739,4.43,4.327,20.389,4.467,0.221,16624000000.0,2005-07-02,1176000000.0,,,,,9231000000.0,9231000000.0,1.502,1342000000.0,95000000.0,1.0,26.71,37614000000.0,37614000000.0,6093000000.0,42708000000.0,6.951,900000000.0,2019000000.0,INTC,8899000000.0,1993000000.0,3448000000.0,2020-04-24,6144000000.0,6215000000.0,14410000000.0
0.448,81000000.0,31411000000.0,,47566000000.0,,23478000000.0,24088000000.0,,6.072,2005-03-31,-1788000000.0,9279000000.0,9279000000.0,2178000000.0,3836000000.0,8573000000.0,2.739,2005-05-11,686000000.0,222000000.0,464000000.0,0.261,686000000.0,707000000.0,0.0,1189000000.0,0.01,0.08,3036000000.0,3036000000.0,4225000000.0,4225000000.0,3151000000.0,0.35,0.35,0.35,0.0,144312210000.0,14.0,9.427,1,1968000000.0,0.317,3716000000.0,0.593,5598000000.0,973000000.0,-115000000.0,2808000000.0,26684000000.0,,9563000000.0,6837000000.0,2726000000.0,34000000.0,-2090000000.0,1282000000.0,152905210000.0,872000000.0,0.0,-2553000000.0,-331000000.0,3756000000.0,1451000000.0,2178000000.0,2178000000.0,2178000000.0,0.0,0.0,2566000000.0,3032000000.0,-497000000.0,0.229,Q,0.0,19.2,4.301,4.055,19.816,4.327,0.231,16321000000.0,2005-04-02,1266000000.0,,,,,9434000000.0,9434000000.0,1.519,1262000000.0,101000000.0,1.0,24.77,37711000000.0,37711000000.0,6173000000.0,43850000000.0,7.06,975000000.0,2771000000.0,INTC,9855000000.0,2081000000.0,3226000000.0,2020-04-24,6211000000.0,6273000000.0,14905000000.0
